-0.00301112 -0.00254812 -0.00311322 0.0021576 0.00237416 -0.00225309 -0.00658115 -0.00301859 -0.00229495 0.00211298 -0.00654671 -0.00245511 0.00300492 0.00554601 0.00136643 -0.00285571 -0.00217125 0.00236764 0.00310409 -0.010957 -0.00237255 -0.00215675 -0.00213396 0.00633879 0.00293801 0.00262268 0.00231344 0.00216535 -0.00163449 0.00635752 -0.00951341 -0.00215375 -0.0021494 -0.000767615 0.00385628 -0.00215105 0.00102768 -0.00228289 -0.00594695 -0.0014015 0.00956167 0.00219665 0.00278008 0.00218807 0.00242249 -0.00209825 -0.00291765 -0.00218354 -0.0102032 -0.00673914,7
-0.00503648 -0.00424182 -0.00112408 0.00643223 0.00393654 -0.00335809 0.00764659 -0.00516919 -0.00350746 0.00319053 0.00708091 -0.00242489 0.00530133 -0.00368203 0.00818947 -0.0044796 0.000992421 0.00398243 0.00565256 0.00417008 0.00719014 -0.00027633 -0.00283855 -0.00887936 0.00507654 0.00434265 0.00389657 0.000294956 -0.00711187 -0.000749186 0.0039241 -0.00660839 -0.00643589 -0.00615202 -0.00831688 -0.000407233 0.00695483 -0.00357509 0.00316633 -0.00707768 -0.0051434 0.0031288 0.00925401 0.00316916 0.00298409 -0.00657373 -0.00494329 -0.00658003 0.00280128 0.00766986,8
-0.00376236 -0.00308048 -0.00347129 0.000332135 0.00284564 -0.00286551 0.00105538 -0.00383813 -0.0028841 0.00266323 0.00102248 -0.00409152 0.00356249 0.0045079 0.000622381 -0.00353162 -0.00346651 0.00287493 0.00378489 -0.00306094 0.00119035 -0.00397385 -0.00379859 -0.00246483 0.0037694 0.00317891 0.00276976 0.00398386 -0.00258544 0.00524116 -0.00280669 -0.000373538 -0.000376719 -0.00236974 -0.00381844 -0.0039562 0.000220385 -0.00306557 -0.00449323 0.000312015 0.00150361 0.00296366 0.00205058 0.00285934 0.00420773 -0.000319591 -0.00368974 -0.000352214 -0.00351557 0.00127411,1
-0.00402012 -0.00291526 0.00210997 0.00363325 0.00269887 -0.00269457 0.0149874 -0.0040798 -0.00251312 0.00239358 0.0147968 0.000118052 0.00390824 -0.0060624 0.00881755 -0.00356661 0.0024014 0.00243818 0.00409709 0.0150135 0.0111572 0.000644125 -0.000297851 -0.017557 0.00402771 0.00300668 0.00259597 -0.000637125 -0.00721406 -0.0036672 0.0122699 -0.00393652 -0.00366108 -0.00813815 -0.0164139 0.000619035 0.00879051 -0.0017833 0.00601362 -0.00634283 -0.0143077 0.00211574 0.00969107 0.00225966 0.000252129 -0.00394917 -0.00397015 -0.00383967 0.0119524 0.0151819,8
-0.00179955 -0.00161751 -0.00213625 0.000883909 0.00149383 -0.00160035 -0.0034007 -0.00176858 -0.00160129 0.00152088 -0.00314878 -0.00104788 0.00166797 0.00312316 0.000860656 -0.0019013 -0.000477333 0.00143473 0.00167799 -0.00600697 -0.0025297 -0.000484876 -0.0018493 0.00401895 0.0017126 0.00166115 0.00152484 0.000489809 -0.000769784 0.00298745 -0.00472933 -0.000936335 -0.000885325 0.00201549 0.00311072 -0.00053543 -0.00203681 -0.00141838 -0.00318268 -0.000776156 0.00504109 0.00138989 -0.000534704 0.00141143 0.00171236 -0.000884182 -0.00172717 -0.000971428 -0.004598 -0.00349402,5
-0.00374796 -0.00378013 -0.00614908 0.00527602 0.00352792 -0.00395663 -0.00640287 -0.00363773 -0.00449845 0.00405468 -0.0057866 -0.00431805 0.00302675 -0.00889908 0.00761114 -0.00429734 -0.0039178 0.00381745 0.00301944 -0.0186573 0.0104985 -0.00377534 -0.00613234 0.00897395 0.0034319 0.00373915 0.00354598 0.003793 -0.00352235 0.00630876 -0.0113255 -0.00525039 -0.00520007 -0.0145487 0.00719394 -0.00382307 0.00862493 -0.00425951 0.00622244 -0.00403048 0.0141521 0.00416139 0.0124801 0.00420208 0.00594165 -0.00519861 -0.00348102 -0.00530378 -0.0113349 -0.00682761,2
-0.000122742 -0.00135809 -0.00553142 0.00156695 0.00124761 -0.0013142 -0.000228886 2.09703e-05 -0.00181242 0.00154029 0.000321412 -0.00473833 -8.78373e-06 -0.00187306 -0.000423793 -0.0010167 -0.00398371 0.00167642 -0.000170378 -0.00414703 0.00488525 -0.00417719 -0.00510868 0.00048492 -0.000155775 0.00136032 0.00135347 0.00418918 0.00150159 0.00401353 -0.00279471 -0.00155561 -0.00151526 -0.00838315 0.0013215 -0.00422759 7.8693e-05 -0.00248183 0.000848431 -0.000565039 0.00313072 0.00185864 0.000931639 0.00173075 0.0053304 -0.0014944 6.67868e-05 -0.00162231 -0.00228067 -0.000503181,10
-0.000440678 -0.00156532 -0.00245706 -0.000337309 0.00150192 -0.00141058 0.00115662 -0.000324305 -0.00159602 0.00150571 0.00115412 -0.00249978 0.000513131 0.000131066 0.000160883 -0.00112882 -0.00148553 0.00153803 0.000374604 -0.00123463 0.00168494 -0.00195394 -0.00316802 -0.00165574 0.000243615 0.00149422 0.00161315 0.00195843 -0.000280016 0.0019731 -0.000504566 0.000258112 0.000334226 -0.00125291 -0.000821526 -0.0019862 0.00130383 -0.00192208 -0.000326081 -0.00015931 0.000144339 0.00137375 0.00239151 0.00143041 0.00299817 0.000279934 -0.000320875 0.000261005 -0.000730294 0.00110324,9
-0.00279917 -0.00309664 -0.00527187 0.00139096 0.00297728 -0.00359031 0.0244015 -0.0026532 -0.00406354 0.00390198 0.0245291 -0.00272268 0.00202391 -0.0168295 0.00360791 -0.00350163 -0.00476565 0.00305582 0.00189669 0.0228603 0.0243908 -0.00265745 -0.00444397 -0.0274363 0.00251208 0.00291477 0.00333792 0.00266649 -0.00160808 0.00108298 0.0204314 -0.00147958 -0.0013374 -0.0173926 -0.0266649 -0.00270892 0.00539745 -0.00311156 0.0159987 0.000143757 -0.0228319 0.00336814 0.00665911 0.00366392 0.0042626 -0.0012055 -0.00260278 -0.00174482 0.0202229 0.0251421,4
-0.00533018 -0.00347295 0.00245579 0.00628802 0.00320393 -0.00336716 0.00581811 -0.0055841 -0.00319079 0.00304402 0.00570462 0.00109165 0.0049082 -0.00339025 0.00752969 -0.00444038 0.00506813 0.00294308 0.00539615 0.0058397 0.0062502 0.00247656 5.29418e-05 -0.00637448 0.00558897 0.003591 0.0031337 -0.00246245 -0.00824009 -0.00505524 0.0053292 -0.00660727 -0.00633745 -0.00394339 -0.00769082 0.0023339 0.00686244 -0.00180644 0.00321644 -0.00828933 -0.00541761 0.00256002 0.00725513 0.00281607 3.50913e-05 -0.00662549 -0.00536948 -0.00649333 0.00509606 0.00580985,5
